No,ID_Perfume,perfume,brand,top notes,mid notes,base notes,is_lokal
18661,FRGN-18661,tome-1-la-purete-for-him,zadig-voltaire,"almond, african orange flower, bergamot","guaiac wood, tonka bean, patchouli","woodsy notes, sandalwood, musk",FALSE
18662,FRGN-18662,delectation-splendide,terry-de-gunzburg,"tobacco leaf, ginger, anise, pepper, lemon","plum, praline, moroccan rose, almond, tonka bean","cinnamon, madagascar vanilla, benzoin, indonesian patchouli leaf, musk",FALSE
18663,FRGN-18663,gold,acqua-di-genova,"bergamot, amalfi lemon, lotus, cardamom","violet, rose","almond blossom, musk",FALSE
18664,FRGN-18664,u-m-b-r-e,adi-ale-van,"animal notes, davana","coffee, benzoin, cypriol oil or nagarmotha","myrrh, tobacco",FALSE
18665,FRGN-18665,africano,alexandria-fragrances,"black currant, bergamot, tagetes, lemon, orange blossom","cyclamen, violet, jasmine","musk, amber, virginia cedar, vetiver",FALSE
18666,FRGN-18666,key-of-life,alexandria-fragrances,"artemisia, bergamot","cloves, rose, jasmine, cassis, ylang-ylang, geranium, labdanum","musk, benzoin, agarwood (oud), cypriol oil or nagarmotha, olibanum, oakmoss, cumin, patchouli, pink pepper, guaiac wood, labdanum",FALSE
18667,FRGN-18667,iris-dark,amberfig,raspberry,"white chocolate, myrrh, tuscan iris","cacao pod, madagascar vanilla, virginia cedar",FALSE
18668,FRGN-18668,sea-water,amira-parfums,water notes,ozonic notes,green notes,FALSE
18669,FRGN-18669,elegance,ana-hickmann,"melon, pineapple, cassis, grapefruit, bergamot, mandarin orange, apple, lime","rose, lily-of-the-valley, orange blossom, jasmine, mimosa, violet","vanilla, musk, cedar, honey, amber, vetiver",FALSE
18670,FRGN-18670,clair-de-lune,antonio-visconti,"bergamot, elemi, lime","mimosa, osmanthus","vanilla, sandalwood, cedar",FALSE
18671,FRGN-18671,rockford,atkinsons,"bergamot, lemon, lavender","mace, sandalwood, vetiver, cedar, cyclamen, carnation","amber, musk, tonka bean, peat",FALSE
18672,FRGN-18672,ce-noir,beyonce,"honey, clementine","jasmine sambac, rose","amber, myrrh",FALSE
18673,FRGN-18673,hooked,boadicea-the-victorious,"eucalyptus, artemisia, sage, tagetes","satureja, hedione, cashmeran","moss, cedar, precious woods, patchouli, amber, musk",FALSE
18674,FRGN-18674,knight-of-love,boadicea-the-victorious,"juniper, red berries, pink pepper, bergamot, cardamom","damask rose, magnolia, violet, cashmeran","leather, tobacco, moss, sandalwood, vanilla, benzoin, amber",FALSE
18675,FRGN-18675,masculin-equateur,bourjois,"amalfi lemon, geranium, mandarin orange","lavender, mint",sandalwood,FALSE
18676,FRGN-18676,carlo-corinto-rouge,carlo-corinto,"lavender, oak moss","pepper, nutmeg, granny smith apple","virginia cedar, amber, vanille",FALSE
18677,FRGN-18677,jean-charles-de-castelbajac,castelbajac,"juniper berries, artemisia, basil, aldehydes, bergamot","carnation, geranium, sandalwood, virginia cedar, patchouli","oak moss, leather, musk, tonka bean, olibanum",FALSE
18678,FRGN-18678,caramel-sunset,comptoir-sud-pacifique,"caramel, coconut, floral notes","milk, sugar, almond",vanilla,FALSE
18679,FRGN-18679,libertine,contradictions-in-ilk,"bitter orange, beeswax, cognac","rose, saffron, cumin, orange blossom","dark woodsy notes, leather, amber",FALSE
18680,FRGN-18680,bourbon-oak,cremo,spicy notes,whiskey,oak,FALSE
18681,FRGN-18681,coco-lada,adopt-parfums,bergamot,coconut water,driftwood,FALSE
18682,FRGN-18682,amaze-for-men,ajmal,"apple, tagetes, bergamot, lime","jasmine, iris","oakmoss, musk, patchouli, leather",FALSE
18683,FRGN-18683,amber-poivre,ajmal,"pepper, nutmeg, cypress","woodsy notes, floral notes","amber, sandalwood, musk, patchouli, cedar",FALSE
18684,FRGN-18684,ishq,anfas,"saffron, jasmine","raspberry, amber","talc, oakmoss",FALSE
18685,FRGN-18685,hareem-al-sultan,ard-al-zaafaran,"red apple, dark chocolate",peony,"vanilla, sandalwood",FALSE
18686,FRGN-18686,egypt,eight-bob,"lavender, moss, lemon","cardamom, nutmeg","patchouli, sandalwood, leather",FALSE
18687,FRGN-18687,vivara-2007,emilio-pucci,"galbanum, amaretto, bergamot","narcissus, orange blossom, jasmine","vetiver, patchouli, iris",FALSE
18688,FRGN-18688,vivara-silver-edition,emilio-pucci,"galbanum, bitter orange, bergamot","jasmine, orange blossom, neroli","vetiver, iris, patchouli",FALSE
18689,FRGN-18689,stag-black,estiara,"iris, verbena, lemon","violet, lavender, spicy notes","ambergris, sandalwood",FALSE
18690,FRGN-18690,cara,farmacia-ss-annunziata,"vanilla, sugar","almond, caramel","powdery notes, amber",FALSE
18691,FRGN-18691,joli-coeur-la-reunion,fiilit,"cacao, almond",tonka bean,"vanilla, caramel",FALSE
18692,FRGN-18692,bergamotto-di-positano,floris,"bergamot, sea notes, mandarin orange","vanilla, green tea, orange blossom, ginger","vanilla, spices, ambrette (musk mallow), woodsy notes, amber",FALSE
18693,FRGN-18693,new-york-intense,fragrance-du-bois,"blackberry, cinnamon, bay leaf, coriander, orange, rose","guaiac wood, cloves, olibanum, honey, immortelle, vanilla, orchid","myrrh, agarwood (oud), patchouli, vetiver, musk, cedar",FALSE
18694,FRGN-18694,zest-marin,fragrance-du-bois,"lemon, bergamot, galbanum","sea notes, nutmeg, lavender","vetiver, musk, woody notes, vanilla",FALSE
18695,FRGN-18695,wild-fern-cologne,geo-f-trumper,"lavender, rosemary, basil, bergamot, citruses","fern, geranium, carnation","oakmoss, sandalwood, patchouli, musk",FALSE
18696,FRGN-18696,encens-flamboyant,goutal,"incense, pepper, pink pepper, red berries","incense, nutmeg, cardamom, sage","incense, balsam fir, mastic or lentisque",FALSE
18697,FRGN-18697,myrrhe-ardente,goutal,"myrhh, benzoin, tonka bean","myrhh, guaiac wood, vetiver",beeswax,FALSE
18698,FRGN-18698,guess-girl-summer,guess,"mandarin orange, neroli, bergamot","orange blossom, flowers, water lily, wild rose","musk, vanilla orchid, teak wood",FALSE
18699,FRGN-18699,fruit-de-la-creativite,gres,"raspberry, saffron, bergamot","rose, orris root, cedar","leather, musk, coffee",FALSE
18700,FRGN-18700,toukka-ta-tao,house-of-matriarch,"mango, passionfruit, marigold, litchi, chamomile, artemisia","ylang-ylang, palm tree, sea notes, tuberose, jasmine sambac","coconut, tolu balsam, myrhh, vanilla, sesame, musk, tonka bean, sandalwood, ambergris, agarwood (oud)",FALSE
18701,FRGN-18701,talco-delicato,i-profumi-di-firenze,sicilian lemon,violet,"madagascar vanilla, whipped cream, woody notes, honey",FALSE
18702,FRGN-18702,ilaya,id-parfums,"cardamom, ginger","ylang-ylang, jasmine","coffee, incense, benzoin, myrhh",FALSE
18703,FRGN-18703,ultramen,in-the-box,"pear, bergamot, lavender, lemon, mint","cinnamon, caraway, sage","black vanilla husk, cedar, amber, patchouli",FALSE
18704,FRGN-18704,severo,jacques-zolty,"coca-cola, rum, lime","black pepper, birch, davana","vanilla, white musk, amber",FALSE
18705,FRGN-18705,caramel-orchid,kkw-fragrance,"caramel, cacao, davana, salt","heliotrope, ylang-ylang, jasmine","vanilla, cashmere wood, musk",FALSE
18706,FRGN-18706,amethyst-oud,korres,"citruses, grapefruit, mandarin orange","geranium, lavender","agarwood (oud), patchouli, vetiver",FALSE
18707,FRGN-18707,vetiver-root,korres,"cardamom, bergamot, green tea","cardamom, vetiver root, lavender","amber, tonka bean",FALSE
18708,FRGN-18708,cedre,l-t-piver,"pink pepper, bergamot","iris, lavender","cedar, sandalwood, musk, patchouli",FALSE
18709,FRGN-18709,cerisier-irise,l-occitane-en-provence,"cherry blossom, grapefruit","cherry blossom, cherry extract, rose","musk, woodsy notes",FALSE
18710,FRGN-18710,fleurs-de-cerisier,l-occitane-en-provence,"cherry, black currant, freesia, lemon","cherry blossom, lily-of-the-valley","musk, brazilian rosewood, amber",FALSE
18711,FRGN-18711,neroli-orchidee,l-occitane-en-provence,"orange, mandarin orange","neroli, peach, fig nectar, lily-of-the-valley","orchid, musk, iris",FALSE
18712,FRGN-18712,luciano-soprani-donna,luciano-soprani,"black currant, peach, mandarin orange, bergamot","peony, jasmine, plum, rose, iris","amber, vanilla",FALSE
18713,FRGN-18713,eau-pour-le-jeune-homme,maitre-parfumeur-et-gantier,"amalfi lemon, bergamot, orange","neroli, rosemary, nutmeg, coriander","sandalwood, musk",FALSE
18714,FRGN-18714,les-indes-galantes,mdci-parfums,"orange, almond, raspberry, bergamot","cinnamon, cloves, coriander, geranium","madagascar vanilla, sweet notes, benzoin, incense, labdanum, leather",FALSE
18715,FRGN-18715,saba,mirko-buffini-firenze,"coffee, herbal notes, bergamot","licorice, spicy notes, cedar","vanilla, tonka bean, amber, patchouli",FALSE
18716,FRGN-18716,geranium-nefertum,molton-brown,"fig leaf, bergamot","geranium, jasmine","sandalwood, labdanum, oak moss",FALSE
18717,FRGN-18717,iunu,molton-brown,"ginger, elemi","black pepper, egyptian jasmine, ylang-ylang","patchouli, oakmoss",FALSE
18718,FRGN-18718,violette-fumee,mona-di-orio,"oakmoss, calabrian bergamot, lavender","violet, violet leaf, clary sage, haitian vetiver, turkish rose","opoponax, myrrh, cashmeran",FALSE
18719,FRGN-18719,kohel,arabesque-perfumes,"caramel, tangerine, mint","leather, vanilla, rose","spices, ambergris, white musk, cinnamon",FALSE
18720,FRGN-18720,majesty,arabesque-perfumes,"fruity notes, pineapple, spicy notes, tangerine, bergamot","tonka bean, olibanum, ambergris, violet, jasmine","vanilla, peru balsam, musk",FALSE
18721,FRGN-18721,nike-ultra-green-man,nike,"apple, grapefruit, bergamot","honey, watery notes, cedar, driftwood","vanilla, sandalwood, patchouli, musk",FALSE
18722,FRGN-18722,ii-praline,nobile-1942,"coconut, heliotrope, peach","praline, chocolate, tonka bean, vanilla","amber, patchouli, sandalwood",FALSE
18723,FRGN-18723,empire-des-indes,oriza-l-legrand,"ginger, bergamot","tolu balsam, heliotrope, nag champa","opoponax, benzoin, sandalwood",FALSE
18724,FRGN-18724,nagada,pascal-morabito,"mandarin orange, cassis, artemisia","clove, rose, lily-of-the-valley, jasmine","sandalwood, vetyver, patchouli, raspberry, tonka bean, peach, vanille",FALSE
18725,FRGN-18725,perle-precieuse,pascal-morabito,"pear, rhubarb, mandarin orange","rose, tuberose, water lily","musk, vanilla",FALSE
18726,FRGN-18726,heiress-limited-edition,paris-hilton,"champagne, passionfruit, peach, mimosa, orange","dewberry, grenadine, honeysuckle, ylang-ylang, star jasmine, tiare flower","violet leaf, white wood, tonka bean, vetiver",FALSE
18727,FRGN-18727,night-caviar,paris-elysees,"absinthe, fennel, anise",lavender,"black vanilla husk, musk",FALSE
18728,FRGN-18728,calypso,robert-piguet,"geranium, mandarin orange","rose, bulgarian rose, orris root","suede, patchouli, amber, daim",FALSE
18729,FRGN-18729,open,roger-gallet,"lavender, amalfi lemon, bergamot","thyme, sage","tobacco, vetiver, patchouli",FALSE
18730,FRGN-18730,stella-summer-2013,stella-mccartney,"lemon, green apple","rose, peony",amber,FALSE
18731,FRGN-18731,red-musk,the-body-shop,pepper,cinnamon,"musk, tobacco",FALSE
18732,FRGN-18732,white-musk-for-men,the-body-shop,lavender,"jasmine, geranium","musk, sandalwood, tonka bean, vetiver",FALSE
18733,FRGN-18733,esplosivo,tonino-lamborghini,"lime, green notes, juniper, cinnamon","mint, vetiver, basil","woodsy notes, guaiac wood, patchouli",FALSE
18734,FRGN-18734,thallium-black,yves-de-sistelle,"cardamom, apple, bergamot","plum, nutmeg, clary sage, basil, geranium","tonka bean, patchouli, musk, amber",FALSE
18735,FRGN-18735,black-label,yardley,"bergamot, amalfi lemon, orange, lemon verbena","lavender, brazilian rosewood, geranium, clary sage","sandalwood, vetiver, patchouli, oak moss",FALSE
18736,FRGN-18736,musk,lorenzo-villoresi,"floral notes, galbanum, cardamom, bergamot","rose, geranium","musk, sandalwood, vanilla, brazilian rosewood, amber, oakmoss",FALSE
18737,FRGN-18737,tangerine-vert,miller-harris,"tangerine, lemon, grapefruit","marjoram, geranium, orange blossom","oakmoss, musk, cedar",FALSE
18738,FRGN-18738,graphite,montana,"virginia cedar, violet leaf, pepper, bergamot","guaiac wood, amber, geranium","sandalwood, benzoin, oak moss",FALSE
18739,FRGN-18739,nejma-7,nejma,"pink grapefruit, green mandarin, calabrian bergamot","coconut, cacao pod, neroli","agarwood (oud), patchouli, white musk",FALSE
18740,FRGN-18740,mojito-love,ulric-de-varens,"tonic water, sugar cane, mint, lime, lemon zest","floral notes, rose","sugar, coconut nectar, musk",FALSE
18741,FRGN-18741,song-in-the-wind,thomas-kosmala,"saffron, raspberry, bergamot","rose, vanilla, musk","ambergris, agarwood (oud), amber, patchouli",FALSE
18742,FRGN-18742,tl-pour-elle,ted-lapidus,"white pepper, freesia, bergamot","tiare flower, ylang-ylang, jasmine, rose","tonka bean, vanilla, sandalwood, cedar",FALSE
18743,FRGN-18743,cadenza,sospiro-perfumes,"jasmine, bergamot","woody notes, green notes, lily-of-the-valley","sandalwood, musk, patchouli, amber, vetiver",FALSE
18744,FRGN-18744,laylati-afgano-puro,sospiro-perfumes,green notes,"virginia cedar, patchouli","tobacco, musk, vanille",FALSE
18745,FRGN-18745,oudh-lacquer,soivohle,"agarwood (oud), boletus edulis, star anise, lime (linden) blossom, orange, petitgrain","cinnamon, clove, tincture of rose, champaca, iris, african orange flower","cacao, woodsy notes, benzoin, vanille, tonka bean, angelica, patchouli, white honey, styrax, tolu balsam",FALSE
18746,FRGN-18746,vanilla-orchid,skylar,"black currant, quince, apple","vanilla orchid, tuberose, lily","bourbon vanilla, sandalwood, amberwood",FALSE
18747,FRGN-18747,b-u-my-secret,sarantis,"apple, pear, raspberry","cherry, coconut, mandarin orange","marshmallow, gardenia, jasmine",FALSE
18748,FRGN-18748,rave-for-women,sapil,"plum, saffron, iris","orris root, bulgarian rose, jasmine sambac","amber, vetiver, papyrus",FALSE
18749,FRGN-18749,to-be-exotic-jungle-for-woman,police,"plum, black currant, lemon","heliotrope, osmanthus, jasmine","vanilla, suede, patchouli",FALSE
18750,FRGN-18750,agua-de-lavanda,phebo,"lavender, sage, rosemary","lavender extract, geranium, rose","musk, patchouli, woody notes",FALSE
18751,FRGN-18751,oscar-de-la-renta-pour-lui,oscar-de-la-renta,"aldehydes, lavender, juniper berries, basil, galbanum, sage, caraway, anise, bergamot","carnation, patchouli, cinnamon, geranium, cedar, vetiver, cyclamen","leather, oakmoss, labdanum, sandalwood, musk",FALSE
18752,FRGN-18752,cafe-italy,nimere-parfums,"cognac, fruity notes, whiskey, petitgrain, green tea","praline, coffee, cacao pod, fig, raspberry, honey, cinnamon, ginger","leather, guaiac wood, agarwood (oud), cashmeran, cedar, myrrh, musk",FALSE
18753,FRGN-18753,aubade,navitus-parfums,"cardamom, sicilian lemon, bergamot","almond, madagascar pepper, caraway, jasmine","toffee, ceylon cinnamon, olibanum, musk",FALSE
18754,FRGN-18754,disumano,morph,"coconut milk, mandarin orange","caramel, white flowers, jasmine","vanilla, tonka bean, precious woods, musk, amber",FALSE
18755,FRGN-18755,tonkatonic,morph,"almond, fig, coconut water","orange blossom, benzoin, jasmine","tonka bean, sandalwood, ambrette",FALSE
18756,FRGN-18756,another-tea,mith,bergamot,"oolong tea, jasmine","musk, sandalwood",FALSE
18757,FRGN-18757,fleurs-d-oranger,mazzolari,"orange, amalfi lemon, bergamot, rose","african orange flower, jasmine, sandalwood, virginia cedar","amber, tonka bean, musk, vanille",FALSE
18758,FRGN-18758,mk-high-intensity,mary-kay,"sage, fennel","black tea, violet leaf","amber, woody notes",FALSE
18759,FRGN-18759,la-fleur,mahogany,"raspberry, spices, pear, mandarin orange, grapefruit","rose, peony, magnolia, lily-of-the-valley","cedar, patchouli, musk, vanilla, sandalwood",FALSE
18760,FRGN-18760,attractive,lomani,"mango, apple, tangerine","raspberry, jasmine, lotus","musk, amber, sandalwood",FALSE
18761,FRGN-18761,intense-black,lomani,"pink pepper, bergamot, lemon","atlas cedar, nutmeg, galbanum, herbal notes","agarwood (oud), incense, sandalwood, white musk",FALSE
18762,FRGN-18762,cherry-of-cashmere,les-fleurs-du-golfe,"cherry, red fruits, mandarin orange",patchouli,"vanilla, white suede, amber",FALSE
18763,FRGN-18763,solare,la-rive,"orange blossom, coconut, hyacinth","gardenia, jasmine, daphne","heliotrope, vanilla, sandalwood",FALSE
18764,FRGN-18764,frescaessenza,l-erbolario,"petitgrain, lime, yellow mandarin, pink pepper","lilac, iris, may rose","cedar, sandalwood, white musk",FALSE
18765,FRGN-18765,so-french,korloff-paris,"apple, cardamom, lemon","elemi, geranium, nutmeg","tonka bean, patchouli, cedar",FALSE
18766,FRGN-18766,connected-kenneth-cole-reaction,kenneth-cole,"persimmon, mandarin orange, red apple, mangosteen, violet leaf","amalfi lemon, cardamom, clary sage, resin","oak moss, mahogany, driftwood, tobacco",FALSE
18767,FRGN-18767,fiddah,kajal,"fruits, anise, flowers, bergamot","tobacco, leather","tonka bean, vanilla, amber, musk",FALSE
18768,FRGN-18768,incident-diplomatique,jovoy-paris,mandarin orange,"haitian vetiver, java vetiver oil, nutmeg","patchouli, sandalwood",FALSE
18769,FRGN-18769,sel-marin,james-heeley,"lemon, bergamot, green notes","sea water, salt, seagrass, moss","cedar, musk, leather",FALSE
18770,FRGN-18770,halloween-man-mystery,halloween,"lavender, mandarin orange, peach blossom, black pepper","fruity notes, geranium, hazelnut","patchouli, indonesian patchouli leaf, vetiver",FALSE
18771,FRGN-18771,tinta-roja,fueguia-1833,vanilla,tuberose,gardenia,FALSE
18772,FRGN-18772,la-cautiva,fueguia-1833,musk,vanilla,black currant,FALSE
18773,FRGN-18773,maman-cherie,fragonard,mandarin orange,"magnolia, lily-of-the-valley, rose","musk, vanilla",FALSE
18774,FRGN-18774,secret-absolu,fragonard,"cypress, pepper, bergamot","cedar, violet leaf, white amber","leather, agarwood (oud), vetiver, tonka bean, patchouli, musk",FALSE
18775,FRGN-18775,valentin,fragonard,"lemon, lavender, bergamot","ginger, cardamom, violet, nutmeg","cedar, patchouli, vanilla, vetiver, oakmoss, sandalwood",FALSE
18776,FRGN-18776,levitating,floraiku,"bergamot, mandarin orange, angelica","black tea, mate, cloves","bourbon vanilla, guaiac wood, virginia cedar",FALSE
18777,FRGN-18777,fiorucci-love-you,fiorucci,"black currant, pink pepper, amalfi lemon, rose, pepper, pomegranate","rose, jasmine, freesia, heliotrope","musk, virginia cedar, sandalwood",FALSE
